,title,main_speaker,website_link,event
1411,A cinematic journey through visual effects,Don Levy,"https://www.ted.com/talks/don_levy_a_cinematic_journey_through_visual_effects
",TED2012
1412,How common threats can make common (political) ground,Jonathan Haidt,"https://www.ted.com/talks/jonathan_haidt_how_common_threats_can_make_common_political_ground
",TEDSalon NY2012
1413,Deep sea diving ... in a wheelchair,Sue Austin,"https://www.ted.com/talks/sue_austin_deep_sea_diving_in_a_wheelchair
",TEDxWomen 2012
1414,How a boy became an artist,Jarrett J. Krosoczka,"https://www.ted.com/talks/jarrett_j_krosoczka_how_a_boy_became_an_artist
",TEDxHampshireCollege
1415,Ethical riddles in HIV research,Boghuma Kabisen Titanji,"https://www.ted.com/talks/boghuma_kabisen_titanji_ethical_riddles_in_hiv_research
",TEDxGoodenoughCollege
1416,All it takes is 10 mindful minutes,Andy Puddicombe,"https://www.ted.com/talks/andy_puddicombe_all_it_takes_is_10_mindful_minutes
",TEDSalon London Fall 2012
1417,A father-daughter dance ... in prison,Angela Patton,"https://www.ted.com/talks/angela_patton_a_father_daughter_dance_in_prison
",TEDxWomen 2012
1418,"Biohacking -- you can do it, too",Ellen Jorgensen,"https://www.ted.com/talks/ellen_jorgensen_biohacking_you_can_do_it_too
",TEDGlobal 2012
1419,"Looks aren't everything. Believe me, I'm a model.",Cameron Russell,"https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",TEDxMidAtlantic
1420,Could the sun be good for your heart?,Richard Weller,"https://www.ted.com/talks/richard_weller_could_the_sun_be_good_for_your_heart
",TEDxGlasgow
1421,How movies teach manhood,Colin Stokes,"https://www.ted.com/talks/colin_stokes_how_movies_teach_manhood
",TEDxBeaconStreet
1422,What I saw in the war,Janine di Giovanni,"https://www.ted.com/talks/janine_di_giovanni_what_i_saw_in_the_war
",TEDxWomen 2012
1423,Kids need structure,Colin Powell,"https://www.ted.com/talks/colin_powell_kids_need_structure
",TEDxMidAtlantic
1424,A universal translator for surgeons,Steven Schwaitzberg,"https://www.ted.com/talks/steven_schwaitzberg_a_universal_translator_for_surgeons
",TEDxBeaconStreet
1425,Why domestic violence victims don't leave,Leslie Morgan Steiner,"https://www.ted.com/talks/leslie_morgan_steiner_why_domestic_violence_victims_don_t_leave
",TEDxRainier
1426,A new kind of job market,Wingham Rowan,"https://www.ted.com/talks/wingham_rowan_a_new_kind_of_job_market
",TEDSalon London Fall 2012
1427,Let's teach kids to code,Mitch Resnick,"https://www.ted.com/talks/mitch_resnick_let_s_teach_kids_to_code
",TEDxBeaconStreet
1428,Fifty shades of gay,iO Tillett Wright,"https://www.ted.com/talks/io_tillett_wright_fifty_shades_of_gay
",TEDxWomen 2012
1429,A country with no water,Fahad Al-Attiya,"https://www.ted.com/talks/fahad_al_attiya_a_country_with_no_water
",TEDxSummit
1430,I think we all need a pep talk,Kid President,"https://www.ted.com/talks/kid_president_i_think_we_all_need_a_pep_talk
",SoulPancake
1431,Why Libya's revolution didn't work -- and what might,Zahra' Langhi,"https://www.ted.com/talks/zahra_langhi_why_libya_s_revolution_didn_t_work_and_what_might
",TEDxWomen 2012
1432,Hey science teachers -- make it fun,Tyler DeWitt,"https://www.ted.com/talks/tyler_dewitt_hey_science_teachers_make_it_fun
",TEDxBeaconStreet
1433,One second every day,Cesar Kuriyama,"https://www.ted.com/talks/cesar_kuriyama_one_second_every_day
",TED2012
1434,Print your own medicine,Lee Cronin,"https://www.ted.com/talks/lee_cronin_print_your_own_medicine
",TEDGlobal 2012
1435,Take back your city with paint,Edi Rama,"https://www.ted.com/talks/edi_rama_take_back_your_city_with_paint
",TEDxThessaloniki
1436,Dare to educate Afghan girls,Shabana Basij-Rasikh,"https://www.ted.com/talks/shabana_basij_rasikh_dare_to_educate_afghan_girls
",TEDxWomen 2012
1437,"A ""self-healing"" asphalt",Erik Schlangen,"https://www.ted.com/talks/erik_schlangen_a_self_healing_asphalt
",TEDxDelft
1438,Who controls the world?,James B. Glattfelder,"https://www.ted.com/talks/james_b_glattfelder_who_controls_the_world
",TEDxZurich 2012
1439,The secret to desire in a long-term relationship,Esther Perel,"https://www.ted.com/talks/esther_perel_the_secret_to_desire_in_a_long_term_relationship
",TEDSalon NY2013
1440,"Be an artist, right now!",Young-ha Kim,"https://www.ted.com/talks/young_ha_kim_be_an_artist_right_now
",TEDxSeoul
1441,"A monkey that controls a robot with its thoughts. No, really.",Miguel Nicolelis,"https://www.ted.com/talks/miguel_nicolelis_a_monkey_that_controls_a_robot_with_its_thoughts_no_really
",TEDMED 2012
1442,Could your language affect your ability to save money?,Keith Chen,"https://www.ted.com/talks/keith_chen_could_your_language_affect_your_ability_to_save_money
",TEDGlobal 2012
1443,Three myths about corruption,Afra Raymond,"https://www.ted.com/talks/afra_raymond_three_myths_about_corruption
",TEDxPortofSpain
1444,Use data to build better schools,Andreas Schleicher,"https://www.ted.com/talks/andreas_schleicher_use_data_to_build_better_schools
",TEDGlobal 2012
1445,How a fly flies,Michael Dickinson,"https://www.ted.com/talks/michael_dickinson_how_a_fly_flies
",TEDxCaltech
1446,Agile programming -- for your family,Bruce Feiler,"https://www.ted.com/talks/bruce_feiler_agile_programming_for_your_family
",TEDSalon NY2013
1447,"Dance, tiny robots!",Bruno Maisonnier,"https://www.ted.com/talks/bruno_maisonnier_dance_tiny_robots
",TEDxConcorde
1448,Build a School in the Cloud,Sugata Mitra,"https://www.ted.com/talks/sugata_mitra_build_a_school_in_the_cloud
",TED2013
1449,A clean energy proposal -- race to the top!,Jennifer Granholm,"https://www.ted.com/talks/jennifer_granholm_a_clean_energy_proposal_race_to_the_top
",TED2013
1450,The art of asking,Amanda Palmer,"https://www.ted.com/talks/amanda_palmer_the_art_of_asking
",TED2013
1451,How to fight desertification and reverse climate change,Allan Savory,"https://www.ted.com/talks/allan_savory_how_to_green_the_world_s_deserts_and_reverse_climate_change
",TED2013
1452,How we found the giant squid,Edith Widder,"https://www.ted.com/talks/edith_widder_how_we_found_the_giant_squid
",TED2013
1453,A guerilla gardener in South Central LA,Ron Finley,"https://www.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la
",TED2013
1454,A girl who demanded school,Kakenya Ntaiya,"https://www.ted.com/talks/kakenya_ntaiya_a_girl_who_demanded_school
",TEDxMidAtlantic
1455,To This Day ... for the bullied and beautiful,Shane Koyczan,"https://www.ted.com/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful
",TED2013
1456,The way we think about charity is dead wrong,Dan Pallotta,"https://www.ted.com/talks/dan_pallotta_the_way_we_think_about_charity_is_dead_wrong
",TED2013
1457,Your brain is more than a bag of chemicals,David Anderson,"https://www.ted.com/talks/david_anderson_your_brain_is_more_than_a_bag_of_chemicals
",TEDxCaltech
1458,The dawn of de-extinction. Are you ready?,Stewart Brand,"https://www.ted.com/talks/stewart_brand_the_dawn_of_de_extinction_are_you_ready
",TED2013
1459,"The good news on poverty (Yes, there's good news)",Bono,"https://www.ted.com/talks/bono_the_good_news_on_poverty_yes_there_s_good_news
",TED2013
1460,Play with smart materials,Catarina Mota,"https://www.ted.com/talks/catarina_mota_play_with_smart_materials
",TEDGlobal 2012
1461,The Internet could crash. We need a Plan B,Danny Hillis,"https://www.ted.com/talks/danny_hillis_the_internet_could_crash_we_need_a_plan_b
",TED2013
1462,"The mind behind Tesla, SpaceX, SolarCity ...",Elon Musk,"https://www.ted.com/talks/elon_musk_the_mind_behind_tesla_spacex_solarcity
",TED2013
1463,My escape from North Korea,Hyeonseo Lee,"https://www.ted.com/talks/hyeonseo_lee_my_escape_from_north_korea
",TED2013
1464,We need better drugs -- now,Francis Collins,"https://www.ted.com/talks/francis_collins_we_need_better_drugs_now
",TEDMED 2012
1465,Virtual Choir Live,Eric Whitacre,"https://www.ted.com/talks/eric_whitacre_virtual_choir_live
",TED2013
1466,We're covered in germs. Let's design for that.,Jessica Green,"https://www.ted.com/talks/jessica_green_good_germs_make_healthy_buildings
",TED2013
1467,One very dry demo,Mark Shaw,"https://www.ted.com/talks/mark_shaw_one_very_dry_demo
",TED2013
1468,My invention that made peace with lions,Richard Turere,"https://www.ted.com/talks/richard_turere_a_peace_treaty_with_the_lions
",TED2013
1469,"When you're making a deal, what's going on in your brain?",Colin Camerer,"https://www.ted.com/talks/colin_camerer_neuroscience_game_theory_monkeys
",TEDxCaltech
1470,The technology of touch,Katherine Kuchenbecker,"https://www.ted.com/talks/katherine_kuchenbecker_the_technology_of_touch
",TEDYouth 2012
1471,How a dead duck changed my life,Kees Moeliker,"https://www.ted.com/talks/kees_moeliker_how_a_dead_duck_changed_my_life
",TED2013
1472,"A skateboard, with a boost",Sanjay Dastoor,"https://www.ted.com/talks/sanjay_dastoor_a_skateboard_with_a_boost
",TED2013
1473,"We the People, and the Republic we must reclaim",Lawrence Lessig,"https://www.ted.com/talks/lawrence_lessig_we_the_people_and_the_republic_we_must_reclaim
",TED2013
1474,"The emergence of ""4D printing""",Skylar Tibbits,"https://www.ted.com/talks/skylar_tibbits_the_emergence_of_4d_printing
",TED2013
1475,"Watson, Jeopardy and me, the obsolete know-it-all",Ken Jennings,"https://www.ted.com/talks/ken_jennings_watson_jeopardy_and_me_the_obsolete_know_it_all
",TEDxSeattleU
1476,4 pillars of college success in science,Freeman Hrabowski,"https://www.ted.com/talks/freeman_hrabowski_4_pillars_of_college_success_in_science
",TED2013
1477,A mini robot -- powered by your phone,Keller Rinaudo,"https://www.ted.com/talks/keller_rinaudo_a_mini_robot_powered_by_your_phone
",TED2013
1478,What makes us feel good about our work?,Dan Ariely,"https://www.ted.com/talks/dan_ariely_what_makes_us_feel_good_about_our_work
",TEDxRiodelaPlata
1479,Health care should be a team sport,Eric Dishman,"https://www.ted.com/talks/eric_dishman_health_care_should_be_a_team_sport
",TED@Intel
1480,The Philosophical Breakfast Club,Laura Snyder,"https://www.ted.com/talks/laura_snyder_the_philosophical_breakfast_club
",TEDGlobal 2012
1481,Let's talk crap. Seriously.,Rose George,"https://www.ted.com/talks/rose_george_let_s_talk_crap_seriously
",TED2013
1482,Toward a new understanding of mental illness,Thomas Insel,"https://www.ted.com/talks/thomas_insel_toward_a_new_understanding_of_mental_illness
",TEDxCaltech
1483,In search of the man who broke my neck,Joshua Prager,"https://www.ted.com/talks/joshua_prager_in_search_for_the_man_who_broke_my_neck
",TED2013
1484,"Parkinson's, depression and the switch that might turn them off",Andres Lozano,"https://www.ted.com/talks/andres_lozano_parkinson_s_depression_and_the_switch_that_might_turn_them_off
",TEDxCaltech
1485,My journey to yo-yo mastery,BLACK,"https://www.ted.com/talks/black_my_journey_to_yo_yo_mastery
",TED2013
1486,Txtng is killing language. JK!!!,John McWhorter,"https://www.ted.com/talks/john_mcwhorter_txtng_is_killing_language_jk
",TED2013
1487,"The death of innovation, the end of growth",Robert Gordon,"https://www.ted.com/talks/robert_gordon_the_death_of_innovation_the_end_of_growth
",TED2013
1488,The key to growth? Race with the machines,Erik Brynjolfsson,"https://www.ted.com/talks/erik_brynjolfsson_the_key_to_growth_race_em_with_em_the_machines
",TED2013
1489,How much does a video weigh?,Michael Stevens,"https://www.ted.com/talks/how_much_does_a_video_weigh
",TED-Ed
1490,"If cars could talk, accidents might be avoidable",Jennifer Healey,"https://www.ted.com/talks/jennifer_healey_if_cars_could_talk_accidents_might_be_avoidable
",TED@Intel
1491,10 top time-saving tech tips,David Pogue,"https://www.ted.com/talks/david_pogue_10_top_time_saving_tech_tips
",TED2013
1492,Got a meeting? Take a walk,Nilofer Merchant,"https://www.ted.com/talks/nilofer_merchant_got_a_meeting_take_a_walk
",TED2013
1493,My radical plan for small nuclear fission reactors,Taylor Wilson,"https://www.ted.com/talks/taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors
",TED2013
1494,The silent drama of photography,Sebastião Salgado,"https://www.ted.com/talks/sebastiao_salgado_the_silent_drama_of_photography
",TED2013
1495,"Your online life, permanent as a tattoo",Juan Enriquez,"https://www.ted.com/talks/juan_enriquez_how_to_think_about_digital_tattoos
",TED2013
1496,Every kid needs a champion,Rita Pierson,"https://www.ted.com/talks/rita_pierson_every_kid_needs_a_champion
",TED Talks Education
1497,The economic case for preschool,Timothy Bartik,"https://www.ted.com/talks/timothy_bartik_the_economic_case_for_preschool
",TEDxMiamiUniversity
1498,Learn to read Chinese ... with ease!,ShaoLan,"https://www.ted.com/talks/shaolan_learn_to_read_chinese_with_ease
",TED2013
1499,Teachers need real feedback,Bill Gates,"https://www.ted.com/talks/bill_gates_teachers_need_real_feedback
",TED Talks Education
1500,3 rules to spark learning,Ramsey Musallam,"https://www.ted.com/talks/ramsey_musallam_3_rules_to_spark_learning
",TED Talks Education
1501,"My story, from gangland daughter to star teacher",Pearl Arredondo,"https://www.ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher
",TED Talks Education
1502,"""High School Training Ground""",Malcolm London,"https://www.ted.com/talks/malcolm_london_high_school_training_ground
",TED Talks Education
1503,Our failing schools. Enough is enough!,Geoffrey Canada,"https://www.ted.com/talks/geoffrey_canada_our_failing_schools_enough_is_enough
",TED Talks Education
1504,Grit: The power of passion and perseverance,Angela Lee Duckworth,"https://www.ted.com/talks/angela_lee_duckworth_grit_the_power_of_passion_and_perseverance
",TED Talks Education
1505,How to escape education's death valley,Ken Robinson,"https://www.ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley
",TED Talks Education
1506,Why 30 is not the new 20,Meg Jay,"https://www.ted.com/talks/meg_jay_why_30_is_not_the_new_20
",TED2013
1507,Why we need strangeness,Maria Bezaitis,"https://www.ted.com/talks/maria_bezaitis_the_surprising_need_for_strangeness
",TED@Intel
1508,The invisible man,Liu Bolin,"https://www.ted.com/talks/liu_bolin_the_invisible_man
",TED2013
1509,"Hack a banana, make a keyboard!",Jay Silver,"https://www.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard
",TEDSalon NY2013
1510,Why Google Glass?,Sergey Brin,"https://www.ted.com/talks/sergey_brin_why_google_glass
",TED2013
1511,The why and how of effective altruism,Peter Singer,"https://www.ted.com/talks/peter_singer_the_why_and_how_of_effective_altruism
",TED2013
1512,Embrace the shake,Phil Hansen,"https://www.ted.com/talks/phil_hansen_embrace_the_shake
",TED2013
1513,Prepare for a good end of life,Judy MacDonald Johnston,"https://www.ted.com/talks/judy_macdonald_johnston_prepare_for_a_good_end_of_life
",TED2013
1514,Architecture for the people by the people,Alastair Parvin,"https://www.ted.com/talks/alastair_parvin_architecture_for_the_people_by_the_people
",TED2013
1515,"The violin, and my dark night of the soul",Ji-Hae Park,"https://www.ted.com/talks/ji_hae_park_the_violin_and_my_dark_night_of_the_soul
",TED2013
1516,Why I brought Pac-Man to MoMA,Paola Antonelli,"https://www.ted.com/talks/paola_antonelli_why_i_brought_pacman_to_moma
",TEDSalon NY2013
1517,Violence against women -- it's a men's issue,Jackson Katz,"https://www.ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue
",TEDxFiDiWomen
1518,Bring back the woolly mammoth!,Hendrik Poinar,"https://www.ted.com/talks/hendrik_poinar_bring_back_the_woolly_mammoth
",TEDxDeExtinction
1519,How books can open your mind,Lisa Bu,"https://www.ted.com/talks/lisa_bu_how_books_can_open_your_mind
",TED2013
1520,"Love, no matter what",Andrew Solomon,"https://www.ted.com/talks/andrew_solomon_love_no_matter_what
",TEDMED 2013
1521,How behavioral science can lower your energy bill,Alex Laskey,"https://www.ted.com/talks/alex_laskey_how_behavioral_science_can_lower_your_energy_bill
",TED2013
1522,"How I named, shamed and jailed",Anas Aremeyaw Anas,"https://www.ted.com/talks/anas_aremeyaw_anas_how_i_named_shamed_and_jailed
",TED2013
1523,Could we speak the language of dolphins?,Denise Herzing,"https://www.ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins
",TED2013
1524,How I made an impossible film,Martin Villeneuve,"https://www.ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film
",TED2013
1525,What will future jobs look like?,Andrew McAfee,"https://www.ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like
",TED2013
1526,The astounding athletic power of quadcopters,Raffaello D'Andrea,"https://www.ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters
",TEDGlobal 2013
